iter	F1	Logloss
106	0.7371164457	0.5681407147
107	0.7376043044	0.567676306
108	0.7382822342	0.5670324395
109	0.7380320323	0.5665439186
110	0.7381022926	0.566076364
111	0.7383693172	0.5656472529
112	0.7380051557	0.5651439909
113	0.7376930674	0.5647493317
114	0.7391412928	0.5639877004
115	0.7399962182	0.5633217648
116	0.740147904	0.5628050273
117	0.7412079839	0.5621331548
118	0.7413388724	0.5612914027
119	0.7419960573	0.5608762587
120	0.7428077318	0.5603341988
121	0.7441312198	0.5595639105
122	0.7440034769	0.5590302081
123	0.743593263	0.5585566065
124	0.7430812615	0.5582344712
125	0.7440184613	0.5577352272
126	0.7441964157	0.557218694
127	0.7444713126	0.5567573255
128	0.7449978324	0.5561331336
129	0.7452416919	0.5556603249
130	0.7461580608	0.5552853704
131	0.7457026051	0.554822202
132	0.7464838152	0.5543385614
133	0.7473574089	0.553481598
134	0.7475931794	0.5530968474
135	0.7482564736	0.5525670363
136	0.7487280525	0.5522842813
137	0.7494974723	0.5518471592
138	0.7502138441	0.5510286956
139	0.750729983	0.5504986672
140	0.7508001853	0.5500321883
141	0.7513167055	0.5493679392
142	0.7519060437	0.5488036343
143	0.7518971536	0.5483119633
144	0.7523203037	0.547952236
145	0.7529484944	0.5473632623
146	0.7535527978	0.5469413136
147	0.7541329626	0.546262563
148	0.7545171757	0.5458456824
149	0.7545720324	0.5455737062
150	0.755363415	0.5452622157
151	0.755856879	0.5448262903
152	0.7555124355	0.544558989
153	0.7564294014	0.5440017174
154	0.7566407973	0.5434125686
155	0.7568058123	0.5429858523
156	0.7563206886	0.5426902659
157	0.7576904037	0.5422493574
158	0.7572845606	0.5419067743
159	0.7573868391	0.5413517792
160	0.7575195498	0.5409974948
161	0.7580589963	0.5403854413
162	0.7582558115	0.5399546591
163	0.7581390266	0.5396757574
164	0.7587506873	0.5392681231
165	0.7589776927	0.5388512076
166	0.7598932307	0.5385169648
167	0.7602205499	0.5381767456
168	0.761008743	0.5377933444
169	0.7609108668	0.5373668087
170	0.7615276044	0.5371150659
171	0.7616224585	0.5368787194
172	0.7620123335	0.5365167055
173	0.7617358471	0.5362922087
174	0.762144579	0.5358313653
175	0.7623000247	0.5354280314
176	0.7622950191	0.535158923
177	0.7621395145	0.5347248539
178	0.7621344463	0.5341621693
179	0.7631891315	0.5337684928
180	0.7632525689	0.533471701
181	0.7632684299	0.5331838821
182	0.7645289301	0.5326838788
183	0.764600359	0.5323504813
184	0.7652237605	0.5320731647
185	0.7654143971	0.5318146628
186	0.765664524	0.5315461991
187	0.7655415409	0.5312973662
188	0.7658076031	0.5308251416
189	0.7658950667	0.5306152853
190	0.766505686	0.5301823287
191	0.766882942	0.5297899478
192	0.7667648832	0.5294288282
193	0.7674403813	0.5289248003
194	0.767559938	0.5285209077
195	0.7674931044	0.5281862687
196	0.7681052352	0.5276822091
197	0.76864818	0.5274067455
198	0.7694725508	0.52713617
199	0.7691243386	0.526806505
200	0.76913786	0.5263927247
201	0.7690954471	0.5262416358
202	0.7699600887	0.5258429058
203	0.770268175	0.525580062
204	0.7705101257	0.5252339037
205	0.770808064	0.5246784719
206	0.7713815464	0.5243817877
207	0.7713094994	0.5240615781
208	0.7718009966	0.5237472711
209	0.7724939546	0.5234362377
210	0.7726473922	0.5231131652
211	0.7726954806	0.5228566616
212	0.7732427389	0.5225753013
213	0.7731365697	0.5222013887
214	0.7743371236	0.521841964
215	0.7743285788	0.5215220348
216	0.7762273355	0.5212366848
217	0.7760988067	0.5210129846
218	0.7767497385	0.5207440132
219	0.7770310396	0.5204049316
220	0.7765411593	0.5202713426
221	0.7767340248	0.5199587899
222	0.7776258541	0.5196170263
223	0.7782761888	0.5191776262
224	0.7788386064	0.5188155581
225	0.7787671432	0.518506582
226	0.7786391493	0.5183177923
227	0.779154658	0.5179598578
228	0.7794441541	0.5175725342
229	0.7804789991	0.5171018629
230	0.7818806235	0.5166597048
231	0.7817371873	0.5163580986
232	0.7820587502	0.5160447542
233	0.7825884916	0.5157926431
234	0.7825099966	0.515513925
235	0.7827911317	0.5151842705
236	0.7825855082	0.5148867363
237	0.7833533856	0.5146633545
238	0.7835562723	0.5143778787
239	0.7841236354	0.5140364277
240	0.784180482	0.5137259993
241	0.7843803434	0.5134290249
242	0.7844242036	0.5130866959
243	0.7846647403	0.5128341838
244	0.7853211018	0.5125231027
245	0.7853373686	0.5122924684
246	0.7852514623	0.5120675927
247	0.7856221454	0.5117255992
248	0.7866205481	0.5113212897
249	0.7868038007	0.5110695144
250	0.7866205481	0.5110606383
251	0.786995151	0.5108192082
252	0.787166274	0.5104426891
253	0.7877237961	0.5102851947
254	0.7879068219	0.5100272304
255	0.7885698095	0.5096425832
256	0.7881351963	0.5094426498
257	0.7888717945	0.5090781484
258	0.7886235676	0.5089052333
259	0.7893681721	0.5084112345
260	0.7901235382	0.5080072682
261	0.7901807525	0.5077987623
262	0.7909026733	0.5071901957
263	0.791074429	0.5068839481
264	0.7908756026	0.5065084001
265	0.7911995816	0.5062463288
266	0.7918938411	0.5058966287
267	0.7926961822	0.5055665437
268	0.7928927985	0.5052016735
269	0.7929501633	0.5047309746
270	0.7934700277	0.5044229919
271	0.7936848196	0.504141561
272	0.7942784131	0.5037521968
273	0.7946174664	0.5035840106
274	0.7945247334	0.5032142491
275	0.7945329467	0.5029503186
276	0.7947723394	0.5026610579
277	0.7947969863	0.5024567647
278	0.7953661236	0.5021782548
279	0.7951349819	0.5018978512
280	0.7961011398	0.5016283968
281	0.7959606372	0.5014428544
282	0.7963156213	0.5011492799
283	0.796389666	0.5008375627
284	0.7970743768	0.5006552888
285	0.796991422	0.5003537739
286	0.7974035386	0.5000250069
287	0.7978982508	0.4996971918
288	0.7975849759	0.4994444277
289	0.7983597063	0.4991381418
290	0.7985656435	0.4989236495
291	0.7984586568	0.4986591333
292	0.7983846136	0.4984637972
293	0.7987470997	0.4983409429
294	0.7990272901	0.4980823517
295	0.7993410157	0.4975703263
296	0.7999587117	0.4973939614
297	0.7996956725	0.4970085717
298	0.7997369923	0.4968307608
299	0.8008395958	0.4965379825
300	0.8012756782	0.4961598409
301	0.8013584105	0.4958220737
302	0.8015735944	0.4953759618
303	0.8019185479	0.4951759411
304	0.8023295554	0.4948698766
305	0.8020676103	0.4946424219
306	0.8025118063	0.4944173665
307	0.8031944092	0.4940799847
308	0.8039574955	0.4939035718
309	0.8037937497	0.4936733147
310	0.8034992833	0.4933459038
311	0.8040819407	0.493136303
312	0.8045005866	0.4928685884
313	0.8038954569	0.4925533437
314	0.8040509663	0.4922903953
315	0.804233607	0.4920572908
316	0.8047330632	0.4917308621
317	0.8048078164	0.4914445567
318	0.8054730294	0.4910644634
319	0.8053676834	0.4908369102
320	0.8055644663	0.4907087018
321	0.8067525512	0.4903788184
322	0.8065643527	0.4901266914
323	0.8069823107	0.4899932295
324	0.8068773721	0.4896453246
325	0.8071571079	0.4894261234
326	0.8069055835	0.4890564303
327	0.8075117999	0.488714184
328	0.808209309	0.4881388448
329	0.8083343582	0.4879505508
330	0.8086140866	0.487656017
331	0.8089438737	0.4874289367
332	0.8091902201	0.4870817608
333	0.8094657725	0.4868158222
334	0.8099331285	0.4866495557
335	0.8101753545	0.4862671803
336	0.8109844907	0.486003035
337	0.811113515	0.4857279206
338	0.8121258062	0.485351856
339	0.8125505107	0.4851932083
340	0.812234575	0.4849309887
341	0.8119602771	0.4846978982
342	0.8124637043	0.4844435083
343	0.8125526816	0.484077601
344	0.8128153844	0.4837202388
345	0.8134944156	0.4833933543
346	0.8134329531	0.4831878386
347	0.8131953999	0.4827622705
348	0.8141815289	0.4824321575
349	0.8141144356	0.4822021619
350	0.814097664	0.4820007084
351	0.813678863	0.4817189709
352	0.8144105012	0.4815443088
353	0.8142125604	0.4812901362
354	0.8140505871	0.4811111525
355	0.8147737168	0.4809243687
356	0.8150698204	0.4806019379
357	0.8150004081	0.480372181
358	0.8152293905	0.4802156186
359	0.8150340027	0.4799830901
360	0.815485621	0.4796624502
361	0.8158657124	0.4793935711
362	0.8161534	0.4790949945
363	0.8161954386	0.4789042137
364	0.8165588484	0.4786122339
365	0.8164393474	0.4784197977
366	0.8159207027	0.4781894031
367	0.8172620606	0.4778781683
368	0.817567924	0.477713351
369	0.8173883543	0.4773223263
370	0.8175231106	0.4771169498
371	0.8181587955	0.4767552106
372	0.8176663379	0.4765417518
373	0.8185223677	0.4761218551
374	0.8190302961	0.4758168046
375	0.8191231132	0.4754962916
376	0.8201312745	0.4752538994
377	0.820545746	0.4749853026
378	0.8200121228	0.474746861
379	0.8199356035	0.4744121914
380	0.8200031829	0.4742607069
381	0.8202486609	0.4740466074
382	0.820790491	0.4737843067
383	0.8206634591	0.4735775554
384	0.8217969117	0.4731526225
385	0.8215771616	0.4729123396
386	0.8217210042	0.4725811457
387	0.8218056411	0.4724138207
388	0.8218056411	0.4722000638
389	0.8220001684	0.4720705925
390	0.822245455	0.4717361374
391	0.8229890902	0.4715158154
392	0.8230483928	0.4713234785
393	0.8229642176	0.4709530107
394	0.8232009246	0.4707189516
395	0.8233613124	0.4705870858
396	0.8231500744	0.4704712172
397	0.8237590544	0.4699733705
398	0.8238947749	0.4697701572
399	0.825017128	0.4693272954
400	0.8249674348	0.4690779255
401	0.824706587	0.4687875643
402	0.8251542844	0.4686331977
403	0.8254489019	0.4684477915
404	0.8262414829	0.4681744113
405	0.8263689989	0.4679665266
406	0.8268586293	0.4676560216
407	0.8273886314	0.4673251401
408	0.8274226672	0.4671892994
409	0.827507769	0.4670038069
410	0.8281054872	0.4667012555
411	0.8289957734	0.4664619459
412	0.8289302539	0.4662744608
413	0.8295271006	0.4660404049
414	0.8288646994	0.4658178774
415	0.8291773981	0.4653997172
416	0.8293735139	0.4651283545
417	0.829794323	0.4648603556
418	0.8298881807	0.4646173447
419	0.8303515488	0.4644185947
420	0.8299991308	0.4640940666
421	0.8306899372	0.4636965463
422	0.8304090497	0.4633206014
423	0.8313240969	0.4627797057
424	0.831551427	0.4624876186
425	0.8320536025	0.4623374652
426	0.8319461199	0.4621175385
427	0.831898466	0.4617379017
428	0.8317823411	0.4615851247
429	0.8322845567	0.4613744832
430	0.8320267986	0.4611098516
431	0.8322113233	0.4609043771
432	0.8324167581	0.4605750967
433	0.832819968	0.4602828689
434	0.8331030966	0.4601658732
435	0.8332058799	0.4599683537
436	0.8334844532	0.4597040724
437	0.8340028953	0.4594763413
438	0.8337544493	0.4591937393
439	0.8340587333	0.4589506286
440	0.8343029862	0.4586923802
441	0.8340459898	0.4583811505
442	0.8343246441	0.4581448897
443	0.834727416	0.4579777151
444	0.8350785148	0.457836325
445	0.8349678061	0.4575492006
446	0.8346164833	0.4572445933
447	0.8345993106	0.457069888
448	0.834659418	0.4567874496
449	0.835280836	0.4565326302
450	0.8353495723	0.4563780031
451	0.8361203027	0.4561724825
452	0.836557004	0.4558914597
453	0.8366430117	0.4556563435
454	0.8363180758	0.4552761443
455	0.8369559701	0.4550743657
456	0.8370248169	0.4547795228
457	0.8376537961	0.4545482735
458	0.8377858779	0.4543454679
459	0.8377399115	0.4540780041
460	0.8378719909	0.4538957032
461	0.8377743626	0.4537680797
462	0.837596204	0.4534895494
463	0.8379725114	0.4532603995
464	0.8385409505	0.4530604161
465	0.8385581909	0.4528348173
466	0.8388453047	0.4526381588
467	0.839160735	0.4524330257
468	0.839579479	0.4522969002
469	0.8403388238	0.451987965
470	0.8396916407	0.4518225881
471	0.8404769346	0.4515757039
472	0.8401706924	0.4513351653
473	0.8405287378	0.4511592105
474	0.8410611447	0.4509701562
475	0.8414100944	0.4507825281
476	0.8411216047	0.4505773982
477	0.8412529175	0.4503633092
478	0.8413652202	0.4501075939
479	0.8419230336	0.4498837318
480	0.8418178027	0.4496802116
481	0.8417211706	0.4493762834
482	0.8423307871	0.4490817332
483	0.8428967873	0.448777187
484	0.8431488168	0.4485868202
485	0.8433315903	0.4484322211
486	0.8428696575	0.4482237773
487	0.8434960437	0.4479883847
488	0.8442866797	0.4475930588
489	0.8445299742	0.4473884969
490	0.8442253121	0.4471871019
491	0.8443206514	0.4469480207
492	0.8440157919	0.4466769316
493	0.8439984566	0.446455389
494	0.8439803187	0.4461421921
495	0.8444153561	0.445915854
496	0.8445020957	0.4456210311
497	0.8453023641	0.4452413322
498	0.8454673074	0.4450061676
499	0.8456586106	0.4447960847
500	0.8455280922	0.4445877551
501	0.8456844361	0.4443470326
502	0.846301763	0.4441542084
503	0.8466145698	0.4439188377
504	0.8466754166	0.4436346273
505	0.8470404498	0.4432815903
506	0.8467884412	0.4430802958
507	0.8470752416	0.442856672
508	0.8472489411	0.4426034139
509	0.8476745107	0.4424757462
510	0.8480477082	0.442155633
511	0.8481260476	0.4420290424
512	0.848325648	0.4418946138
513	0.8483082357	0.4416466137
514	0.8481005228	0.4412979569
515	0.8486304797	0.4409623486
516	0.8488213663	0.440782964
517	0.8490645006	0.4405330205
518	0.8489346581	0.4403390846
519	0.8487437587	0.4401309143
520	0.8491177317	0.4396621174
521	0.8490052873	0.4392741928
522	0.8493609359	0.4389572427
523	0.8495179561	0.4386638632
524	0.8498821751	0.4383632022
525	0.8501602294	0.4379933282
526	0.8502562628	0.4378531541
527	0.8506202492	0.4376900656
528	0.8510801474	0.4374052437
529	0.8511937365	0.4372025543
530	0.8512882058	0.4370779435
531	0.8512286931	0.4367953052
532	0.8522317475	0.436568413
533	0.8522249884	0.4362468907
534	0.8521744867	0.4359764277
535	0.8524261772	0.435778385
536	0.8529185248	0.4354751447
537	0.8531110838	0.4351721107
538	0.8527566194	0.4349411226
539	0.853052069	0.4347635367
540	0.8532774547	0.4344515516
541	0.853408846	0.4342851216
542	0.8534526521	0.4341378584
543	0.8536429874	0.4338938912
544	0.8542137372	0.4336925214
545	0.8545677218	0.4335608216
546	0.8546115588	0.4334164054
547	0.8545178815	0.4331651547
548	0.8546904766	0.4330025915
549	0.8549331922	0.4327804184
550	0.8551144727	0.4325629096
551	0.8559324566	0.4323190886
552	0.8564260851	0.4320908692
553	0.8564787604	0.4318641128
554	0.856765074	0.4315806362
555	0.8570953184	0.4313425512
556	0.8575273214	0.4310879627
557	0.8576503924	0.4308108064
558	0.8575398871	0.4306331006
559	0.8573414119	0.430386258
560	0.8577207346	0.430114788
561	0.8576893893	0.4298511674
562	0.8579318303	0.4295993955
563	0.8582358503	0.4293299766
564	0.8583150677	0.4290925466
565	0.8586543559	0.428833985
566	0.8585704234	0.4286069347
567	0.8593991757	0.428413303
568	0.8586761323	0.4282793225
569	0.8592361065	0.4280610217
570	0.8593595041	0.4278017973
571	0.8595578436	0.4275988386
572	0.8600425981	0.4273387707
573	0.8600602397	0.4270776566
574	0.8604478398	0.4267482573
575	0.8603467014	0.4266015905
576	0.8608136816	0.4261890319
577	0.8611001091	0.4259182559
578	0.8613158748	0.4257009715
579	0.8614130383	0.4255013678
580	0.8614307067	0.4251819124
581	0.8615190598	0.424987343
582	0.8618497302	0.4247713538
583	0.8622281384	0.4245410258
584	0.862369633	0.424362773
585	0.8627744428	0.424063919
586	0.862845227	0.4238703418
587	0.8630962605	0.423522975
588	0.8634388988	0.4233623292
589	0.8632910258	0.4230592193
590	0.8632524618	0.4227640766
591	0.863674966	0.4225357581
592	0.8641505034	0.4222218648
593	0.8643306088	0.4220027276
594	0.8647261532	0.4217503613
595	0.8649859449	0.4214866471
596	0.8656498483	0.421161018
597	0.8658717559	0.4208385951
598	0.8658539991	0.4206239189
599	0.8667151978	0.4203019959
600	0.8673251761	0.4201067387
601	0.8674851873	0.419870217
602	0.867700315	0.4196199227
603	0.8680593067	0.4194922478
604	0.8682654221	0.4192236591
605	0.8686775398	0.4189071949
606	0.8685248835	0.418649632
607	0.8690272067	0.4184241987
608	0.8693933653	0.4181851152
609	0.8694022693	0.4179308129
610	0.8697160784	0.4175880753
611	0.8698951763	0.4173529348
612	0.8701187636	0.4171636479
613	0.8701543934	0.4169713439
614	0.8703690461	0.4168229402
615	0.8703779555	0.4166528011
616	0.8702969416	0.416441886
617	0.8703593212	0.4162337687
618	0.8705294427	0.4160634642
619	0.8705829214	0.4158828909
620	0.8707530012	0.4156493834
621	0.8705554294	0.4153666215
622	0.8704209137	0.4151603506
623	0.8710294298	0.4149611237
624	0.8706802716	0.4147927029
625	0.8707248667	0.4145357367
626	0.871539021	0.4142058377
627	0.8717803997	0.4140197163
628	0.8721559307	0.4138859955
629	0.8722362932	0.4136212842
630	0.8722273633	0.4134558608
631	0.8722452232	0.4131540506
632	0.8728797014	0.412882924
633	0.8726562692	0.4126398833
634	0.8731745312	0.4123028188
635	0.8733978484	0.4120775846
636	0.8736211338	0.411711007
637	0.8734337958	0.4114080727
638	0.8736929402	0.4111734492
639	0.8735500678	0.4109227894
640	0.8737734543	0.4106554238
641	0.8747108456	0.4103020586
642	0.8746487765	0.4100035267
643	0.8749340088	0.4098423563
644	0.8750951939	0.4095174898
645	0.8756212246	0.4092801028
646	0.8756221289	0.4090161484
647	0.8759259157	0.4087335041
648	0.8760245376	0.4084472077
649	0.8760066047	0.4082250213
650	0.8771908082	0.4078226499
651	0.8773598011	0.4076136965
652	0.8773867137	0.4074566239
653	0.8778322488	0.4072287367
654	0.8783476917	0.4069300038
655	0.8783494852	0.4066772813
656	0.8784482675	0.4065089408
657	0.8787428244	0.4061282452
658	0.8786189439	0.4059140123
659	0.878521974	0.4057096236
660	0.878521974	0.4053233142
661	0.8786208272	0.4050741978
662	0.8783908266	0.4048470308
663	0.8786227117	0.4046210488
664	0.8794150222	0.4043305925
665	0.8794420085	0.4041387929
666	0.879842434	0.4038494702
667	0.879745717	0.4035995089
668	0.879905425	0.4033432968
669	0.8804832915	0.403101029
670	0.8803777321	0.4029288625
671	0.8805553169	0.4026834631
672	0.8810968175	0.4024859601
673	0.8810814912	0.4021815278
674	0.8818001168	0.4019273314
675	0.882491012	0.401546637
676	0.8827222273	0.4012333725
677	0.8828574906	0.4010611857
678	0.8832477168	0.4007787649
679	0.8832477168	0.400512217
680	0.8837370515	0.4001709253
681	0.883773154	0.3999459199
682	0.8841216316	0.399697254
683	0.8849374112	0.3993715808
684	0.8851683734	0.3990752653
685	0.88530395	0.3988165608
686	0.8858749322	0.3985827388
687	0.8861147528	0.3984241173
688	0.8864767412	0.398192786
689	0.8866712385	0.3979005665
690	0.8866802831	0.3976670787
691	0.8863046724	0.3974566016
692	0.8867662256	0.3971839196
693	0.886820525	0.3970012023
694	0.8872005089	0.396773758
695	0.8876932177	0.3965698255
696	0.8878290448	0.3962610252
697	0.8880777386	0.3959632867
698	0.8882720506	0.3957901247
699	0.8886243104	0.3955689827
700	0.8890088471	0.3952307353
701	0.8894515654	0.395018532
702	0.8896275252	0.3947928296
703	0.8895513391	0.394577112
704	0.8899848931	0.3941791034
705	0.8900665702	0.3940087997
706	0.8899632421	0.3938150353
707	0.8893407178	0.3936321075
708	0.8899506577	0.3932009834
709	0.890086871	0.3929092747
710	0.8899653129	0.3925758373
711	0.8901413681	0.3923265598
712	0.8901015743	0.3921303354
713	0.890499099	0.391705563
714	0.890499099	0.3915742818
715	0.8905139429	0.3912681945
716	0.8910874033	0.3910546244
717	0.8909932924	0.3907261806
718	0.8915665443	0.3905395165
719	0.8921394357	0.3902485972
720	0.8922395574	0.389855458
721	0.8924425909	0.3896258093
722	0.892551855	0.3894028094
723	0.8927275441	0.389187737
724	0.892994278	0.3887940562
725	0.8930124977	0.3885116561
726	0.8936941372	0.3882461506
727	0.8941271416	0.3879307001
728	0.8940906699	0.3878338053
729	0.8945144103	0.3875818974
730	0.8947444731	0.3874354301
731	0.8947444731	0.3871313325
732	0.89493608	0.386821998
733	0.8949725859	0.3865760585
734	0.8953122226	0.3863564834
735	0.8957358052	0.3859946809
736	0.895542296	0.3857671906
737	0.8955788281	0.385526019
738	0.8959658157	0.3852385404
739	0.8960023592	0.3851439472
740	0.8960114955	0.3849007731
741	0.89665568	0.3845912746
742	0.8964974304	0.3844060784
743	0.8967000094	0.3842054106
744	0.8967640267	0.3839435657
745	0.8971690912	0.3837231467
746	0.8969469836	0.3833486464
747	0.8972422848	0.3832124872
748	0.8972697354	0.3830656239
749	0.8970201873	0.3827111649
750	0.8971574764	0.3824818578
751	0.8973234606	0.3823993122
752	0.8972307144	0.3821894236
753	0.8969914483	0.3819561785
754	0.897221559	0.3816839012
755	0.8977366535	0.3814183522
756	0.8978934028	0.381201321
757	0.8983625301	0.3808317388
758	0.898149965	0.3805836673
759	0.8983800107	0.3804399047
760	0.8986742172	0.3801930499
761	0.8988400186	0.3799346842
762	0.8988033364	0.3796967818
763	0.8989500832	0.3794051498
764	0.8990974998	0.3792315517
765	0.8992540448	0.3790997897
766	0.8991892419	0.3787746305
767	0.8992993572	0.378441124
768	0.8995196688	0.3781449727
769	0.8994640747	0.3778342435
770	0.8998047963	0.3775502712
771	0.8998599085	0.3772742143
772	0.8999609652	0.3769723605
773	0.9000344752	0.3767806332
774	0.9001539546	0.3765362267
775	0.9003656404	0.3763096578
776	0.9002366897	0.3761186874
777	0.9001720562	0.3758393345
778	0.900438995	0.3755013522
779	0.9006507248	0.37529534
780	0.9010740813	0.374983938
781	0.9010280614	0.3746341652
782	0.9014790215	0.3743787466
783	0.9015066445	0.3741770869
784	0.9016447848	0.3737713541
785	0.9016539956	0.373522748
786	0.9021049016	0.3731642276
787	0.902224704	0.3730073708
788	0.9023906368	0.3726924978
789	0.9026119755	0.3724995557
790	0.902805186	0.3722954713
791	0.9027959604	0.3721186602
792	0.903081406	0.3718291387
793	0.9032567812	0.3714770556
794	0.9033214102	0.3711459313
795	0.9032205355	0.3709736821
796	0.903561542	0.3707263221
797	0.9037555879	0.3703801084
798	0.9037925584	0.3701578454
799	0.9039303187	0.3698897974
800	0.9039765357	0.3695189992
801	0.9041789616	0.3693544
802	0.9043454039	0.3690269191
803	0.9045570646	0.3687840841
804	0.9047779425	0.3685131717
805	0.9055408035	0.368241339
806	0.9057892759	0.367909561
807	0.9059003809	0.3675217016
808	0.906121074	0.3672210947
809	0.906195172	0.3670091813
810	0.9064899694	0.3667875496
811	0.9064453422	0.3665744312
812	0.9065194932	0.3663188683
813	0.9067031403	0.3660845379
814	0.9064377733	0.3659318202
815	0.9066400145	0.365704184
816	0.9068607658	0.3654852918
817	0.9069535123	0.3651506187
818	0.9073578393	0.3648781303
819	0.9075228318	0.3647379852
820	0.9075413892	0.364517361
821	0.9074413493	0.3643846527
822	0.9078990854	0.3642193607
823	0.9078548326	0.3639879248
824	0.9079105303	0.3637110368
825	0.9078384104	0.3635155947
826	0.9081218687	0.3632892184
827	0.9083053148	0.3630981906
828	0.9085537306	0.3628379522
829	0.9088207069	0.3626041234
830	0.9087116526	0.3623645438
831	0.9091434342	0.3621028932
832	0.9094382955	0.3619078275
833	0.9095033811	0.361730059
834	0.9095870761	0.3614562345
835	0.9098261766	0.3612427619
836	0.9098103383	0.36096645
837	0.9100867151	0.3607476514
838	0.9103165373	0.3605407426
839	0.9103258468	0.3603398782
840	0.9105183989	0.3600788203
841	0.9107574724	0.3598045757
842	0.9106394529	0.3596042796
843	0.9108226651	0.3594082803
844	0.9106052201	0.3591159525
845	0.9108816575	0.3589336422
846	0.9113319693	0.3587046802
847	0.9112046959	0.3584590637
848	0.9113879012	0.3582450264
849	0.9115990366	0.3579636231
850	0.9113445433	0.3577981863
851	0.9117762264	0.3574949099
852	0.91180421	0.3573405412
853	0.9117609564	0.3571138287
854	0.9117609564	0.3569296988
855	0.9121553069	0.3567099408
856	0.9121121433	0.3564270755
857	0.9121401476	0.3563088934
858	0.9122801946	0.3560213568
859	0.9128202905	0.3557388512
860	0.9131490087	0.3555801829
861	0.9132330863	0.3553283578
862	0.9134814812	0.3551210557
863	0.9132611156	0.3549456956
864	0.913270459	0.3547825884
865	0.9133919417	0.3544981237
866	0.9137111622	0.3542614022
867	0.9139127705	0.3539693409
868	0.9138700847	0.3536989152
869	0.9136964662	0.3535684183
870	0.9142358973	0.3533842714
871	0.9141652352	0.3532447345
872	0.9143336226	0.3530250964
873	0.9153462265	0.3527111071
874	0.9154491957	0.3523741458
875	0.9154398339	0.3521573935
876	0.9155334605	0.3519785251
877	0.9156083756	0.3517597286
878	0.915594243	0.3515119705
879	0.9157347812	0.3513653514
880	0.9159269015	0.351172652
881	0.9158987874	0.3510154819
882	0.9157722654	0.3507428096
883	0.9158847362	0.3505896461
884	0.9162127191	0.3503753208
