iter	F1	Logloss
885	0.9161518768	0.350122366
886	0.9161612532	0.349931799
887	0.9161518768	0.349717244
888	0.916381493	0.3494510093
889	0.9164940434	0.3491766469
890	0.9166767448	0.3489519663
891	0.9167424177	0.3487528577
892	0.9167893327	0.3485629769
893	0.9167893327	0.3483900068
894	0.9168925626	0.3481442236
895	0.9172578803	0.3479251331
896	0.9173329843	0.3477364806
897	0.917543758	0.3476203954
898	0.9176846321	0.3473859373
899	0.9176752391	0.3472070866
900	0.917829636	0.3470281349
901	0.9182040574	0.3468626649
902	0.9182040574	0.3466876119
903	0.9185783189	0.3464644953
904	0.9186347028	0.3462870631
905	0.9183919943	0.3460509109
906	0.9186402652	0.3458185682
907	0.9184765909	0.3455906143
908	0.9186872722	0.3454722005
909	0.9184444931	0.3452049887
910	0.9184915093	0.3450165678
911	0.9187492863	0.344850631
912	0.9192590315	0.3447144666
913	0.9192778474	0.3445671148
914	0.9192684393	0.3443411529
915	0.9194284022	0.3440317654
916	0.9197554894	0.3436743198
917	0.9201388844	0.34337064
918	0.9203399386	0.3432456425
919	0.9203964338	0.3431082743
920	0.9205094449	0.3428875021
921	0.9205282827	0.3427143878
922	0.9206319048	0.3425630202
923	0.9206413262	0.3423581128
924	0.9206319048	0.34218014
925	0.9205344458	0.3419960826
926	0.9206004058	0.3417607873
927	0.9206852254	0.3415303463
928	0.9208957755	0.3412037654
929	0.9213639227	0.3410094657
930	0.9215932412	0.340731971
931	0.9216592711	0.3404731952
932	0.9220895388	0.3402326926
933	0.9221650369	0.3400478828
934	0.9222688669	0.3399133449
935	0.9223727203	0.3397014902
936	0.9226114596	0.3395279562
937	0.9226870198	0.3394000952
938	0.9228407285	0.3392141188
939	0.9226775741	0.339087848
940	0.9229351985	0.3388552584
941	0.9230013389	0.3386202202
942	0.9231644573	0.3383577081
943	0.9231361089	0.3381602288
944	0.9234598535	0.3379703257
945	0.9235733017	0.3377986193
946	0.9234574919	0.337627696
947	0.9235142298	0.3374686042
948	0.9236277264	0.3373086257
949	0.9236466452	0.3370397529
950	0.9236655648	0.3367854077
951	0.9237507126	0.3366016486
952	0.9237885611	0.336402234
953	0.9238264127	0.3362104859
954	0.9239989809	0.3360628212
955	0.9240746983	0.3358687727
956	0.9240841638	0.3356720367
957	0.9243608358	0.3355065323
958	0.9243208655	0.3352420465
959	0.9246260266	0.3350561821
960	0.9249804855	0.3349186078
961	0.9249217236	0.3347219059
962	0.9249217236	0.3345655016
963	0.92516055	0.3343647995
964	0.9249292883	0.3340966799
965	0.9252932739	0.3337996659
966	0.9251207824	0.3335272747
967	0.9251397448	0.3333703682
968	0.92516819	0.333196928
969	0.9252440522	0.3330219126
970	0.9253009571	0.3328425667
971	0.9253578689	0.3326997801
972	0.9258847501	0.332509872
973	0.9256838662	0.3323023714
974	0.9260571307	0.3321044511
975	0.9260950863	0.3319724076
976	0.9261710069	0.3318526195
977	0.9262469399	0.3316296452
978	0.9264003048	0.3313505231
979	0.9264477704	0.3311401574
980	0.9264083388	0.3309765151
981	0.9266186865	0.3308034892
982	0.9270690358	0.3306351171
983	0.9271830203	0.3303941103
984	0.9274407302	0.3301616426
985	0.9275357622	0.329957434
986	0.9275452665	0.329796092
987	0.9276308138	0.3296039289
988	0.9276688398	0.3294595081
989	0.927706869	0.3292873291
990	0.9277734276	0.3290954727
991	0.9279931603	0.3289129243
992	0.9278304854	0.3286378311
993	0.9278399957	0.3284671312
994	0.9280312044	0.3283125312
995	0.9284135048	0.3280764636
996	0.9281643832	0.3278984585
997	0.9284507277	0.3276409211
998	0.9286038115	0.3273899103
999	0.9284792798	0.3272356934
1000	0.928718033	0.3269349329
1001	0.9291192846	0.3267641718
1002	0.9291954669	0.3265065692
1003	0.9291281823	0.3262263628
1004	0.9291472329	0.3260715935
1005	0.9291948628	0.3259430448
1006	0.9297585593	0.3256941116
1007	0.9296342265	0.3255002499
1008	0.9298157383	0.3253523527
1009	0.9298919878	0.3251885741
1010	0.9297581281	0.3249983099
1011	0.9298820628	0.3246989221
1012	0.9302260145	0.3245099645
1013	0.930302308	0.32433507
1014	0.9303595363	0.3240946256
1015	0.9306554838	0.3239218071
1016	0.930836913	0.3237103834
1017	0.9309705872	0.323473646
1018	0.9309037158	0.3233297768
1019	0.9307413677	0.3230448646
1020	0.9309323484	0.322788726
1021	0.9308081772	0.3225979091
1022	0.93103735	0.322406845
1023	0.9312283026	0.3221086767
1024	0.9315147126	0.3219344917
1025	0.9316006759	0.3216687566
1026	0.9317153183	0.3214408619
1027	0.9319348916	0.3212485152
1028	0.931820432	0.3210705971
1029	0.9316772589	0.3209223825
1030	0.9317154879	0.3206588689
1031	0.9319351286	0.3205057581
1032	0.9315818285	0.3202821998
1033	0.9317441617	0.3201728035
1034	0.9319542474	0.3200481808
1035	0.932154738	0.3198903048
1036	0.9322216684	0.3196884285
1037	0.9322694817	0.3195833425
1038	0.9323746882	0.3194105503
1039	0.9322124285	0.3192689185
1040	0.9325273392	0.3190114513
1041	0.932412951	0.3188620339
1042	0.9324799184	0.3187010788
1043	0.9328043173	0.3185416355
1044	0.9326899811	0.3183643364
1045	0.9329095799	0.318138416
1046	0.9328335359	0.3179099402
1047	0.9329388374	0.3177296788
1048	0.9329579857	0.317612238
1049	0.9330824688	0.3173818952
1050	0.9331878265	0.3172307596
1051	0.9334075071	0.3170461709
1052	0.9334266687	0.3168230385
1053	0.9334841584	0.3166373369
1054	0.9335320719	0.3164352092
1055	0.9336662558	0.3162823223
1056	0.9338763601	0.3160840482
1057	0.9337525373	0.3159469436
1058	0.9338004784	0.3158389874
1059	0.9338388347	0.3156663472
1060	0.9338676041	0.3155206334
1061	0.9339539228	0.3153001537
1062	0.9338300652	0.3151259045
1063	0.9338876223	0.3149771956
1064	0.9339259976	0.3147945484
1065	0.9339835665	0.3146171482
1066	0.934060336	0.3144015222
1067	0.9341937807	0.314239181
1068	0.9342897584	0.3141351472
1069	0.9345287534	0.3139867156
1070	0.9345767594	0.3137124185
1071	0.9346823901	0.3135372062
1072	0.9349970661	0.3133450111
1073	0.9350258803	0.3131439951
1074	0.9350643021	0.3130225381
1075	0.9349021811	0.3128577906
1076	0.9348264705	0.3126389441
1077	0.9349033315	0.3124728401
1078	0.9348937232	0.3123312572
1079	0.9350090361	0.3120635706
1080	0.9351904335	0.3119726053
1081	0.9351616002	0.3118664294
1082	0.9352384928	0.3117265014
1083	0.9356588602	0.3114977272
1084	0.9356780908	0.3113500742
1085	0.9357261708	0.3111876345
1086	0.9358127273	0.311028958
1087	0.9358127273	0.3108644385
1088	0.935841583	0.3108055465
1089	0.9359474025	0.3106512986
1090	0.935966645	0.310474297
1091	0.9360243772	0.310310161
1092	0.9360436229	0.3101872324
1093	0.9360821166	0.3100409618
1094	0.9361013646	0.309840623
1095	0.9361879905	0.3096705822
1096	0.9361783646	0.3095091436
1097	0.9362168694	0.309305628
1098	0.9362361229	0.3091060602
1099	0.9362650048	0.3089154755
1100	0.9363805499	0.3087154582
1101	0.9363324027	0.3086079673
1102	0.9363612904	0.3084326891
1103	0.9364575959	0.3082682395
1104	0.9364672275	0.308042022
1105	0.9367641813	0.3078723154
1106	0.936955135	0.3076313341
1107	0.9370033169	0.3074337831
1108	0.9373851169	0.3072566171
1109	0.9374043949	0.3070154283
1110	0.9374256017	0.3067918524
1111	0.9377302205	0.3065764213
1112	0.9377398636	0.3064315367
1113	0.9378266602	0.3062781784
1114	0.9378363052	0.3061297076
1115	0.9379038261	0.3059408666
1116	0.9379327667	0.3057828299
1117	0.9379424139	0.305723959
1118	0.9380099501	0.3055330208
1119	0.9383337035	0.3053069018
1120	0.9386283347	0.3051610429
1121	0.9389227911	0.3049937399
1122	0.9389420911	0.3048397777
1123	0.9388093601	0.3046564416
1124	0.939135135	0.304427948
1125	0.9392220306	0.3042428401
1126	0.9394319643	0.3040768611
1127	0.9394899118	0.3039007385
1128	0.939422307	0.3037244947
1129	0.9395092293	0.3035790441
1130	0.9395768466	0.3034405749
1131	0.9398060903	0.303252822
1132	0.9398060903	0.3030532214
1133	0.939960709	0.3028685745
1134	0.9401512864	0.3027387902
1135	0.9401222886	0.3025888691
1136	0.9401706193	0.3024367544
1137	0.9403804953	0.3023060283
1138	0.9404385068	0.3022064757
1139	0.940573895	0.3020351924
1140	0.9405671182	0.3018817479
1141	0.9405767931	0.3016736071
1142	0.9406445229	0.301491245
1143	0.9407025847	0.3014074576
1144	0.9408738218	0.3012738314
1145	0.9411127728	0.3010909279
1146	0.9411902201	0.3008944154
1147	0.9412386311	0.300744404
1148	0.9411545718	0.3005317168
1149	0.941012369	0.3003882163
1150	0.9410511063	0.3002634813
1151	0.9410995326	0.3000814092
1152	0.9413579781	0.2999539877
1153	0.9414161103	0.2998246038
1154	0.9414548691	0.2996807938
1155	0.9414645593	0.2995429397
1156	0.9416260985	0.2993022683
1157	0.9418457445	0.2990513334
1158	0.9418942082	0.2988862074
1159	0.9420362787	0.2987484671
1160	0.9420653592	0.2986011622
1161	0.9420847472	0.2983319534
1162	0.9419232889	0.2981849134
1163	0.9420008459	0.2979753121
1164	0.9419266052	0.2978249681
1165	0.9419363022	0.2976913475
1166	0.9421075078	0.2975674582
1167	0.9423174657	0.2973886389
1168	0.9424047648	0.2971254357
1169	0.9424047648	0.2969766394
1170	0.942624403	0.2968532949
1171	0.942663214	0.2967334591
1172	0.9427117323	0.2965373475
1173	0.9425600031	0.2963891665
1174	0.9428670245	0.2962137007
1175	0.9427796663	0.2960453223
1176	0.9429738175	0.2958591988
1177	0.9430320785	0.2957363034
1178	0.9430903466	0.2955388986
1179	0.9432069045	0.2953008026
1180	0.9432457635	0.2951836104
1181	0.9433137746	0.2950248373
1182	0.9432651943	0.2948537266
1183	0.9432943418	0.2946793053
1184	0.9432106193	0.2945422527
1185	0.9433332081	0.2943632633
1186	0.9432203368	0.2942068108
1187	0.9434206688	0.2940840535
1188	0.9435820858	0.2939067542
1189	0.9438115012	0.2936788329
1190	0.9439922777	0.2935281604
1191	0.9439476134	0.2933720137
1192	0.9443188724	0.2932185558
1193	0.9443772286	0.2929877535
1194	0.9443675021	0.2928601733
